state,district,avg_monthly_updates,update_stability_score,anomaly_resolution_rate,resource_adequacy_score,capacity_classification,absorption_capability,explanatory_note
Maharashtra,Thane,123024.33333333333,52.99391671060775,1.0,83.5,Well Resourced,At Risk,Strong operational capacity with 123024 avg monthly updates and 53/100 stability. Monitor for demand surge.
Maharashtra,Wardha,18987.666666666668,46.93150554487889,1.0,59.9,Adequately Resourced,At Risk,Stable operations (18988 avg updates) but moderate growth headroom. Monitor capacity trends.
Maharashtra,Washim,24914.333333333332,31.167730835391787,1.0,60.2,Adequately Resourced,At Risk,Stable operations (24914 avg updates) but moderate growth headroom. Monitor capacity trends.
Maharashtra,Washim *,458.5,22.553719385672235,1.0,30.0,Under-Resourced,At Risk,Limited update activity (458/month) limits current capacity. High volatility suggests process issues.
Maharashtra,Yavatmal,67373.83333333333,26.491407505653125,1.0,74.3,Well Resourced,At Risk,Strong operational capacity with 67374 avg monthly updates and 26/100 stability. Monitor for demand surge.
Manipur,Bishnupur,10626.666666666666,19.24212607372158,1.0,42.1,Adequately Resourced,At Risk,Stable operations (10627 avg updates) but moderate growth headroom. Monitor capacity trends.
Manipur,Chandel,2233.6666666666665,20.607534383684985,1.0,34.4,Under-Resourced,At Risk,Limited update activity (2234/month) limits current capacity. High volatility suggests process issues.
Manipur,Churachandpur,4745.0,26.73181163446244,1.0,39.0,Adequately Resourced,At Risk,Stable operations (4745 avg updates) but moderate growth headroom. Monitor capacity trends.
Manipur,Imphal East,17401.833333333332,20.672522331585178,1.0,49.2,Adequately Resourced,At Risk,Stable operations (17402 avg updates) but moderate growth headroom. Monitor capacity trends.
Manipur,Imphal West,17825.833333333332,12.990953725919624,1.0,46.9,Adequately Resourced,At Risk,Stable operations (17826 avg updates) but moderate growth headroom. Monitor capacity trends.
Manipur,Jiribam,484.8333333333333,38.64710619792934,1.0,39.0,Adequately Resourced,At Risk,Stable operations (485 avg updates) but moderate growth headroom. Monitor capacity trends.
Manipur,Kakching,839.6666666666666,38.39332449983919,1.0,39.3,Adequately Resourced,At Risk,Stable operations (840 avg updates) but moderate growth headroom. Monitor capacity trends.
Manipur,Kangpokpi,3.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (3/month) limits current capacity. Requires staffing or process review.
Manipur,Pherzawl,44.5,28.34180190516139,1.0,31.6,Under-Resourced,At Risk,Limited update activity (44/month) limits current capacity. High volatility suggests process issues.
Manipur,Senapati,6423.0,22.447054779992172,1.0,39.1,Adequately Resourced,At Risk,Stable operations (6423 avg updates) but moderate growth headroom. Monitor capacity trends.
Manipur,Tamenglong,2382.6666666666665,12.857476098887332,1.0,31.8,Under-Resourced,At Risk,Limited update activity (2383/month) limits current capacity. High volatility suggests process issues.
Manipur,Thoubal,17199.666666666668,25.324566687477752,1.0,50.6,Adequately Resourced,At Risk,Stable operations (17200 avg updates) but moderate growth headroom. Monitor capacity trends.
Manipur,Ukhrul,3816.0,12.461981062845414,1.0,33.1,Under-Resourced,At Risk,Limited update activity (3816/month) limits current capacity. High volatility suggests process issues.
Meghalaya,East Garo Hills,771.6666666666666,24.139117965842942,1.0,34.2,Under-Resourced,At Risk,Limited update activity (772/month) limits current capacity. High volatility suggests process issues.
Meghalaya,East Jaintia Hills,673.6666666666666,37.8017479072097,1.0,38.9,Adequately Resourced,At Risk,Stable operations (674 avg updates) but moderate growth headroom. Monitor capacity trends.
Meghalaya,East Khasi Hills,3852.3333333333335,54.12209839620725,1.0,47.7,Adequately Resourced,At Risk,Stable operations (3852 avg updates) but moderate growth headroom. Monitor capacity trends.
Meghalaya,Eastern West Khasi Hills,78.5,45.73175831550703,1.0,37.7,Adequately Resourced,At Risk,Stable operations (78 avg updates) but moderate growth headroom. Monitor capacity trends.
Meghalaya,Jaintia Hills,8.25,34.84073642008016,1.0,33.9,Under-Resourced,At Risk,Limited update activity (8/month) limits current capacity. High volatility suggests process issues.
Meghalaya,Kamrup,0.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (0/month) limits current capacity. Requires staffing or process review.
Meghalaya,North Garo Hills,514.5,22.649924680625755,1.0,33.4,Under-Resourced,At Risk,Limited update activity (514/month) limits current capacity. High volatility suggests process issues.
Meghalaya,Ri Bhoi,1336.0,29.983675491205762,1.0,36.8,Adequately Resourced,At Risk,Stable operations (1336 avg updates) but moderate growth headroom. Monitor capacity trends.
Meghalaya,South Garo Hills,413.0,29.2766570539916,1.0,35.6,Adequately Resourced,At Risk,Stable operations (413 avg updates) but moderate growth headroom. Monitor capacity trends.
Meghalaya,South West Garo Hills,1116.0,37.0927052237192,1.0,39.1,Adequately Resourced,At Risk,Stable operations (1116 avg updates) but moderate growth headroom. Monitor capacity trends.
Meghalaya,South West Khasi Hills,573.1666666666666,38.63937895453824,1.0,39.1,Adequately Resourced,At Risk,Stable operations (573 avg updates) but moderate growth headroom. Monitor capacity trends.
Meghalaya,West Garo Hills,4820.333333333333,54.48611760191938,1.0,48.8,Adequately Resourced,At Risk,Stable operations (4820 avg updates) but moderate growth headroom. Monitor capacity trends.
Meghalaya,West Jaintia Hills,1216.8333333333333,43.41226699966968,1.0,41.4,Adequately Resourced,At Risk,Stable operations (1217 avg updates) but moderate growth headroom. Monitor capacity trends.
Meghalaya,West Khasi Hills,1498.6666666666667,40.84348261046896,1.0,40.8,Adequately Resourced,At Risk,Stable operations (1499 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Aizawl,3511.1666666666665,58.52802586587228,1.0,48.9,Adequately Resourced,At Risk,Stable operations (3511 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Champhai,1316.8333333333333,40.1664947020923,1.0,40.3,Adequately Resourced,At Risk,Stable operations (1317 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Hnahthial,16.0,35.85414032319233,1.0,34.2,Under-Resourced,At Risk,Limited update activity (16/month) limits current capacity. High volatility suggests process issues.
Mizoram,Khawzawl,10.75,44.522408038142856,1.0,37.3,Adequately Resourced,At Risk,Stable operations (11 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Kolasib,750.8333333333334,72.7216949281049,1.0,51.2,Adequately Resourced,At Risk,Stable operations (751 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Lawngtlai,1461.6666666666667,43.390605765622794,1.0,41.6,Adequately Resourced,At Risk,Stable operations (1462 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Lunglei,1209.5,57.79671005712713,1.0,46.4,Adequately Resourced,At Risk,Stable operations (1210 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Mamit,565.1666666666666,72.87371420141525,1.0,51.1,Adequately Resourced,At Risk,Stable operations (565 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Mammit,176.83333333333334,40.383890997520425,1.0,39.3,Adequately Resourced,At Risk,Stable operations (177 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Saiha,399.5,43.90292450299346,1.0,40.8,Adequately Resourced,At Risk,Stable operations (400 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Saitual,34.0,43.30652853162549,1.0,40.2,Adequately Resourced,At Risk,Stable operations (34 avg updates) but moderate growth headroom. Monitor capacity trends.
Mizoram,Serchhip,467.6666666666667,34.92255969072124,1.0,37.7,Adequately Resourced,At Risk,Stable operations (468 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Chumukedima,291.8333333333333,31.99593556034428,1.0,36.5,Adequately Resourced,At Risk,Stable operations (292 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Dimapur,3672.6666666666665,53.016514064873085,1.0,47.1,Adequately Resourced,At Risk,Stable operations (3673 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Kiphire,586.1666666666666,58.29898848574151,1.0,46.0,Adequately Resourced,At Risk,Stable operations (586 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Kohima,1775.5,66.6516189706499,1.0,50.1,Adequately Resourced,At Risk,Stable operations (1776 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Longleng,397.3333333333333,67.05640117566973,1.0,48.9,Adequately Resourced,At Risk,Stable operations (397 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Meluri,240.25,28.091788602597056,1.0,31.7,Under-Resourced,At Risk,Limited update activity (240/month) limits current capacity. High volatility suggests process issues.
Nagaland,Mokokchung,1190.5,65.93148447564381,1.0,49.2,Adequately Resourced,At Risk,Stable operations (1190 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Mon,2065.5,66.59658443134882,1.0,50.3,Adequately Resourced,At Risk,Stable operations (2066 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Niuland,74.0,58.640710171195344,1.0,45.6,Adequately Resourced,At Risk,Stable operations (74 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Noklak,150.16666666666666,54.94401647620513,1.0,44.4,Adequately Resourced,At Risk,Stable operations (150 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Peren,629.1666666666666,59.45675754324291,1.0,46.4,Adequately Resourced,At Risk,Stable operations (629 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Phek,895.1666666666666,65.22133603435901,1.0,48.7,Adequately Resourced,At Risk,Stable operations (895 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Shamator,120.6,36.88324386575742,1.0,36.4,Adequately Resourced,At Risk,Stable operations (121 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Tseminyu,46.166666666666664,45.70941238984236,1.0,41.0,Adequately Resourced,At Risk,Stable operations (46 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Tuensang,1458.3333333333333,70.38527848717476,1.0,51.1,Adequately Resourced,At Risk,Stable operations (1458 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Wokha,724.6666666666666,74.27573698655529,1.0,51.7,Adequately Resourced,At Risk,Stable operations (725 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagaland,Zunheboto,973.6666666666666,58.63340476438346,1.0,46.5,Adequately Resourced,At Risk,Stable operations (974 avg updates) but moderate growth headroom. Monitor capacity trends.
Nagpur,Near Uday nagar NIT garden,1.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. Requires staffing or process review.
ODISHA,NUAPADA,21.0,73.99524874688363,1.0,47.6,Adequately Resourced,At Risk,Stable operations (21 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,ANGUL,3.5,16.92051103655935,1.0,27.6,Under-Resourced,At Risk,Limited update activity (4/month) limits current capacity. High volatility suggests process issues.
Odisha,ANUGUL,45.833333333333336,53.378219706637694,1.0,43.7,Adequately Resourced,At Risk,Stable operations (46 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Angul,10315.833333333334,62.9950383034022,1.0,57.1,Adequately Resourced,At Risk,Stable operations (10316 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Anugal,3.75,60.01187115197049,1.0,42.7,Adequately Resourced,At Risk,Stable operations (4 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Anugul,475.3333333333333,27.56133529195032,1.0,35.1,Adequately Resourced,At Risk,Stable operations (475 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,BALANGIR,1.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. Requires staffing or process review.
Odisha,Balangir,13494.666666666666,77.74786904454439,1.0,65.4,Well Resourced,Yes,Strong operational capacity with 13495 avg monthly updates and 78/100 stability. Ready for demand growth.
Odisha,Baleshwar,3796.8333333333335,42.76166193856304,1.0,43.7,Adequately Resourced,At Risk,Stable operations (3797 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Baleswar,15368.666666666666,62.373979249576614,1.0,61.8,Adequately Resourced,At Risk,Stable operations (15369 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Balianta,1.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. Requires staffing or process review.
Odisha,Bargarh,13166.0,65.57528014206206,1.0,60.8,Adequately Resourced,At Risk,Stable operations (13166 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Baudh,645.3333333333334,56.8967112026286,1.0,45.5,Adequately Resourced,At Risk,Stable operations (645 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Bhadrak,14296.166666666666,62.27792828236966,1.0,60.7,Adequately Resourced,At Risk,Stable operations (14296 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Bhadrak(R),1.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. Requires staffing or process review.
Odisha,Boudh,3746.1666666666665,53.89909914590619,1.0,47.5,Adequately Resourced,At Risk,Stable operations (3746 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Cuttack,19106.333333333332,66.01401658515206,1.0,66.7,Well Resourced,Yes,Strong operational capacity with 19106 avg monthly updates and 66/100 stability. Ready for demand growth.
Odisha,Debagarh,2658.1666666666665,60.65720936693025,1.0,48.8,Adequately Resourced,At Risk,Stable operations (2658 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Dhenkanal,10943.666666666666,70.46216275142669,1.0,60.3,Adequately Resourced,At Risk,Stable operations (10944 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Gajapati,7951.833333333333,72.02917049487417,1.0,58.0,Adequately Resourced,At Risk,Stable operations (7952 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Ganjam,28583.0,57.33685623142618,1.0,72.9,Well Resourced,At Risk,Strong operational capacity with 28583 avg monthly updates and 57/100 stability. Monitor for demand surge.
Odisha,JAJPUR,5626.833333333333,61.51049597467523,1.0,52.0,Adequately Resourced,At Risk,Stable operations (5627 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Jagatsinghapur,6828.5,60.364166269980004,1.0,52.8,Adequately Resourced,At Risk,Stable operations (6828 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Jagatsinghpur,2334.5,36.95356864987141,1.0,40.2,Adequately Resourced,At Risk,Stable operations (2334 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Jajapur,9242.0,65.38292332670532,1.0,56.9,Adequately Resourced,At Risk,Stable operations (9242 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Jajpur,78.16666666666667,43.79383642250629,1.0,40.4,Adequately Resourced,At Risk,Stable operations (78 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Jharsuguda,4523.833333333333,52.652065091312124,1.0,47.8,Adequately Resourced,At Risk,Stable operations (4524 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Kalahandi,14691.333333333334,62.995232981257786,1.0,61.4,Adequately Resourced,At Risk,Stable operations (14691 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Kandhamal,9575.333333333334,66.97139356403889,1.0,57.8,Adequately Resourced,At Risk,Stable operations (9575 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Kendrapara,12150.333333333334,58.301742888453,1.0,57.2,Adequately Resourced,At Risk,Stable operations (12150 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Kendujhar,14929.166666666666,55.93611811640159,1.0,59.1,Adequately Resourced,At Risk,Stable operations (14929 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Khorda,13602.666666666666,64.39693362136099,1.0,60.8,Adequately Resourced,At Risk,Stable operations (13603 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Khordha,1941.8333333333333,36.285672412277634,1.0,39.6,Adequately Resourced,At Risk,Stable operations (1942 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Koraput,15105.166666666666,61.79341387799059,1.0,61.3,Adequately Resourced,At Risk,Stable operations (15105 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Malkangiri,6995.5,74.51368715435056,1.0,57.9,Adequately Resourced,At Risk,Stable operations (6996 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Mayurbhanj,23376.0,65.42684174242154,1.0,70.7,Well Resourced,Yes,Strong operational capacity with 23376 avg monthly updates and 65/100 stability. Ready for demand growth.
Odisha,NAYAGARH,3.0,100.0,1.0,55.0,Adequately Resourced,At Risk,Stable operations (3 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,NUAPADA,112.8,48.25776737852113,1.0,40.3,Adequately Resourced,At Risk,Stable operations (113 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Nabarangapur,13009.166666666666,62.442268850261506,1.0,59.5,Adequately Resourced,At Risk,Stable operations (13009 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Nabarangpur,0.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (0/month) limits current capacity. Requires staffing or process review.
Odisha,Nayagarh,8633.166666666666,75.78776240437274,1.0,59.9,Adequately Resourced,At Risk,Stable operations (8633 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Nuapada,7365.5,65.74817875876555,1.0,55.2,Adequately Resourced,At Risk,Stable operations (7366 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Puri,11170.833333333334,52.2615009001979,1.0,54.2,Adequately Resourced,At Risk,Stable operations (11171 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Rayagada,9715.5,73.5413158185591,1.0,60.2,Adequately Resourced,At Risk,Stable operations (9716 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Sambalpur,9002.0,60.32105301747851,1.0,54.9,Adequately Resourced,At Risk,Stable operations (9002 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Sonapur,4135.666666666667,67.24389167875287,1.0,52.6,Adequately Resourced,At Risk,Stable operations (4136 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Subarnapur,1097.8333333333333,59.31499170198337,1.0,46.8,Adequately Resourced,At Risk,Stable operations (1098 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Sundargarh,2682.5,52.071411725963166,1.0,45.8,Adequately Resourced,At Risk,Stable operations (2682 avg updates) but moderate growth headroom. Monitor capacity trends.
Odisha,Sundergarh,13409.666666666666,77.8334994517076,1.0,65.3,Well Resourced,Yes,Strong operational capacity with 13410 avg monthly updates and 78/100 stability. Ready for demand growth.
Odisha,jajpur,54.833333333333336,40.17883639165313,1.0,39.1,Adequately Resourced,At Risk,Stable operations (55 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Angul,1.6666666666666667,50.01634554780691,1.0,37.5,Adequately Resourced,At Risk,Stable operations (2 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Anugul,104.0,44.745725406469795,1.0,37.4,Adequately Resourced,At Risk,Stable operations (104 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Anugul  *,1.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. Requires staffing or process review.
Orissa,Balangir,1959.8333333333333,56.1850204973507,1.0,46.6,Adequately Resourced,At Risk,Stable operations (1960 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Baleshwar,779.0,33.805858579675466,1.0,37.6,Adequately Resourced,At Risk,Stable operations (779 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Baleswar,4.25,63.72750461148878,1.0,44.0,Adequately Resourced,At Risk,Stable operations (4 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Bargarh,256.0,35.576923207208836,1.0,37.7,Adequately Resourced,At Risk,Stable operations (256 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Baudh,2.25,26.35971381157268,1.0,30.9,Under-Resourced,At Risk,Limited update activity (2/month) limits current capacity. High volatility suggests process issues.
Orissa,Bhadrak,1071.1666666666667,47.38915421571582,1.0,42.6,Adequately Resourced,At Risk,Stable operations (1071 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Cuttack,1077.3333333333333,51.402118760911094,1.0,44.0,Adequately Resourced,At Risk,Stable operations (1077 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Debagarh,3.0,14.04907644458133,1.0,26.6,Under-Resourced,At Risk,Limited update activity (3/month) limits current capacity. High volatility suggests process issues.
Orissa,Dhenkanal,264.6666666666667,30.732630605359194,1.0,36.0,Adequately Resourced,At Risk,Stable operations (265 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Gajapati,32.5,57.604917858026994,1.0,41.9,Adequately Resourced,At Risk,Stable operations (32 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Ganjam,1491.1666666666667,38.56881873240346,1.0,40.0,Adequately Resourced,At Risk,Stable operations (1491 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Jagatsinghapur,77.0,66.39232090628343,1.0,45.0,Adequately Resourced,At Risk,Stable operations (77 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Jajapur,183.5,39.46263538440943,1.0,39.0,Adequately Resourced,At Risk,Stable operations (184 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Jajapur  *,1.5,38.95320852502173,1.0,32.0,Under-Resourced,At Risk,Limited update activity (2/month) limits current capacity. High volatility suggests process issues.
Orissa,Jharsuguda,45.5,38.57343567729304,1.0,35.2,Adequately Resourced,At Risk,Stable operations (46 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Kalahandi,8.0,63.353789370348636,1.0,43.8,Adequately Resourced,At Risk,Stable operations (8 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Kandhamal,124.75,74.88014563599961,1.0,48.0,Adequately Resourced,At Risk,Stable operations (125 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Kendrapara,119.25,71.59575036910962,1.0,46.8,Adequately Resourced,At Risk,Stable operations (119 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Kendrapara *,0.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (0/month) limits current capacity. Requires staffing or process review.
Orissa,Kendujhar,132.4,54.08665234934426,1.0,42.4,Adequately Resourced,At Risk,Stable operations (132 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Khorda,3.0,51.3417119032592,1.0,38.0,Adequately Resourced,At Risk,Stable operations (3 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Khordha,2079.6666666666665,42.003608732591026,1.0,41.7,Adequately Resourced,At Risk,Stable operations (2080 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Khordha  *,1.0,50.0,0.5,26.7,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. Requires staffing or process review.
Orissa,Koraput,284.0,25.708693175378706,1.0,34.3,Under-Resourced,At Risk,Limited update activity (284/month) limits current capacity. High volatility suggests process issues.
Orissa,Malkangiri,87.8,49.86446518029499,1.0,40.9,Adequately Resourced,At Risk,Stable operations (88 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Mayurbhanj,29.25,85.93198535457522,1.0,51.8,Adequately Resourced,At Risk,Stable operations (29 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Nabarangapur,6.25,30.746981248561482,1.0,32.4,Under-Resourced,At Risk,Limited update activity (6/month) limits current capacity. High volatility suggests process issues.
Orissa,Nayagarh,285.6666666666667,29.359631220549474,1.0,35.6,Adequately Resourced,At Risk,Stable operations (286 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Nuapada,1.3333333333333333,10.113613003815056,1.0,23.5,Under-Resourced,At Risk,Limited update activity (1/month) limits current capacity. High volatility suggests process issues.
Orissa,Puri,697.3333333333334,31.031324578597612,1.0,36.5,Adequately Resourced,At Risk,Stable operations (697 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Rayagada,295.1666666666667,34.29166820006343,1.0,37.3,Adequately Resourced,At Risk,Stable operations (295 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Sambalpur,93.5,73.84064241014381,1.0,47.6,Adequately Resourced,At Risk,Stable operations (94 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Sonapur,43.5,67.15461091754337,1.0,45.2,Adequately Resourced,At Risk,Stable operations (44 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Subarnapur,20.25,39.13035783873621,1.0,35.4,Adequately Resourced,At Risk,Stable operations (20 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Sundargarh,288.5,37.15846463347532,1.0,38.3,Adequately Resourced,At Risk,Stable operations (288 avg updates) but moderate growth headroom. Monitor capacity trends.
Orissa,Sundergarh,1.5,38.95320852502173,1.0,32.0,Under-Resourced,At Risk,Limited update activity (2/month) limits current capacity. High volatility suggests process issues.
Pondicherry,Cuddalore,2.0,100.0,1.0,55.0,Adequately Resourced,At Risk,Stable operations (2 avg updates) but moderate growth headroom. Monitor capacity trends.
Pondicherry,Karaikal,727.4,34.48745696819294,1.0,36.1,Adequately Resourced,At Risk,Stable operations (727 avg updates) but moderate growth headroom. Monitor capacity trends.
Pondicherry,Pondicherry,4072.0,46.93888417898885,1.0,45.4,Adequately Resourced,At Risk,Stable operations (4072 avg updates) but moderate growth headroom. Monitor capacity trends.
Pondicherry,Viluppuram,2.0,44.197737724067395,1.0,37.1,Adequately Resourced,At Risk,Stable operations (2 avg updates) but moderate growth headroom. Monitor capacity trends.
Pondicherry,Yanam,87.5,44.36399085772213,1.0,37.3,Adequately Resourced,At Risk,Stable operations (88 avg updates) but moderate growth headroom. Monitor capacity trends.
Puducherry,Karaikal,2276.8333333333335,41.25625197595454,1.0,41.7,Adequately Resourced,At Risk,Stable operations (2277 avg updates) but moderate growth headroom. Monitor capacity trends.
Puducherry,Pondicherry,20.0,49.30686913952398,1.0,38.9,Adequately Resourced,At Risk,Stable operations (20 avg updates) but moderate growth headroom. Monitor capacity trends.
Puducherry,Puducherry,6218.833333333333,49.17786501082068,1.0,48.3,Adequately Resourced,At Risk,Stable operations (6219 avg updates) but moderate growth headroom. Monitor capacity trends.
Puducherry,Yanam,46.5,42.9076051342092,1.0,36.7,Adequately Resourced,At Risk,Stable operations (46 avg updates) but moderate growth headroom. Monitor capacity trends.
Punjab,Amritsar,27814.5,53.929347684021764,1.0,71.0,Well Resourced,At Risk,Strong operational capacity with 27814 avg monthly updates and 54/100 stability. Monitor for demand surge.
Punjab,Barnala,5405.5,70.76464018560249,1.0,55.0,Adequately Resourced,At Risk,Stable operations (5406 avg updates) but moderate growth headroom. Monitor capacity trends.
Punjab,Bathinda,15235.333333333334,67.01467452161194,1.0,63.3,Adequately Resourced,At Risk,Stable operations (15235 avg updates) but moderate growth headroom. Monitor capacity trends.
Punjab,Faridkot,5903.333333333333,59.98711068106333,1.0,51.7,Adequately Resourced,At Risk,Stable operations (5903 avg updates) but moderate growth headroom. Monitor capacity trends.
Punjab,Fatehgarh Sahib,5928.5,59.94479489542076,1.0,51.8,Adequately Resourced,At Risk,Stable operations (5928 avg updates) but moderate growth headroom. Monitor capacity trends.
Punjab,Fazilka,10655.333333333334,52.67188569550321,1.0,53.8,Adequately Resourced,At Risk,Stable operations (10655 avg updates) but moderate growth headroom. Monitor capacity trends.
Punjab,Ferozepur,8777.166666666666,46.68631810582726,1.0,49.9,Adequately Resourced,At Risk,Stable operations (8777 avg updates) but moderate growth headroom. Monitor capacity trends.
Punjab,Firozpur,2314.1666666666665,53.62932813913134,1.0,46.0,Adequately Resourced,At Risk,Stable operations (2314 avg updates) but moderate growth headroom. Monitor capacity trends.
Punjab,Gurdaspur,21019.166666666668,42.93626226478319,1.0,60.5,Adequately Resourced,At Risk,Stable operations (21019 avg updates) but moderate growth headroom. Monitor capacity trends.
Punjab,Hoshiarpur,15088.166666666666,55.528945424621455,1.0,59.1,Adequately Resourced,At Risk,Stable operations (15088 avg updates) but moderate growth headroom. Monitor capacity trends.
